id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
7379,Health Hour,Episode 65,113.16,Health,78.98,Thursday,Morning,89.47,1.0,Positive,86.31
7380,Study Sessions,Episode 52,85.81,Education,36.57,Thursday,Night,60.38,1.0,Positive,79.89167
7381,Healthy Living,Episode 2,33.53,Health,51.45,Sunday,Afternoon,48.69,1.0,Negative,9.74836
7382,Laugh Line,Episode 89,16.4,Comedy,83.36,Sunday,Evening,59.47,3.0,Negative,8.94
7383,Fashion Forward,Episode 24,84.98,Lifestyle,47.98,Tuesday,Evening,,2.0,Positive,51.58732
7384,Study Sessions,Episode 32,99.6,Education,92.27,Monday,Evening,64.25,2.0,Neutral,76.08673
7385,Home & Living,Episode 88,84.41,Lifestyle,22.68,Saturday,Evening,30.56,2.0,Positive,45.85719
7386,Funny Folks,Episode 29,,Comedy,29.47,Thursday,Night,47.4,1.0,Neutral,9.86
7387,Laugh Line,Episode 90,,Comedy,27.85,Thursday,Morning,,2.0,Negative,68.9249
7388,Money Matters,Episode 100,107.38,Business,27.38,Tuesday,Morning,29.7,0.0,Negative,84.85034
7389,Comedy Corner,Episode 99,77.21,Comedy,26.45,Thursday,Night,29.14,1.0,Positive,43.97
7390,Finance Focus,Episode 26,33.36,Business,86.91,Sunday,Night,7.45,0.0,Neutral,28.91868
7391,Market Masters,Episode 12,55.65,Business,23.56,Tuesday,Afternoon,46.64,0.0,Negative,54.91378
7392,Global News,Episode 76,112.82,News,33.06,Tuesday,Afternoon,9.04,3.0,Positive,63.57352
7393,Finance Focus,Episode 21,,Business,67.46,Monday,Night,6.45,3.0,Positive,79.55395
7394,Fashion Forward,Episode 93,30.0,Lifestyle,65.87,Friday,Night,3.45,0.0,Positive,7.65402
7395,Tech Trends,Episode 4,22.79,Technology,28.83,Thursday,Evening,,1.0,Neutral,14.61943
7396,Life Lessons,Episode 62,26.76,Lifestyle,31.88,Wednesday,Evening,54.43,2.0,Neutral,10.67
7397,Finance Focus,Episode 29,,Business,32.82,Sunday,Evening,57.03,1.0,Neutral,69.24529
7398,Gadget Geek,Episode 38,63.72,Technology,98.29,Sunday,Evening,22.94,0.0,Neutral,61.14355
7399,Fitness First,Episode 73,8.54,Health,27.25,Saturday,Afternoon,82.86,1.0,Negative,0.0
7400,Lifestyle Lounge,Episode 55,,Lifestyle,44.7,Friday,Morning,36.73,0.0,Positive,24.71261
7401,Mind & Body,Episode 45,29.02,Health,56.37,Monday,Night,13.03,3.0,Neutral,9.01189
7402,Laugh Line,Episode 98,32.92,Comedy,59.85,Wednesday,Afternoon,19.56,1.0,Positive,22.59931
7403,Sports Central,Episode 66,,Sports,49.81,Monday,Morning,53.38,1.0,Neutral,20.19015
7404,Finance Focus,Episode 85,27.43,Business,50.69,Wednesday,Afternoon,75.42,2.0,Negative,26.29157
7405,Criminal Minds,Episode 21,,True Crime,70.71,Wednesday,Evening,,3.0,Neutral,34.07074
7406,Fashion Forward,Episode 97,83.69,Lifestyle,23.47,Tuesday,Afternoon,45.9,0.0,Positive,62.63118
7407,True Crime Stories,Episode 22,35.68,True Crime,70.53,Wednesday,Night,42.26,1.0,Negative,28.56223
7408,World Watch,Episode 24,75.53,News,45.83,Thursday,Morning,10.88,3.0,Positive,43.43591
7409,Daily Digest,Episode 62,21.07,News,64.83,Monday,Afternoon,,2.0,Positive,13.13921
7410,Global News,Episode 74,19.35,News,83.14,Thursday,Morning,8.52,3.0,Positive,12.5701
7411,Tech Talks,Episode 69,16.29,Technology,99.76,Monday,Evening,62.64,1.0,Negative,4.66402
7412,Market Masters,Episode 44,,Business,80.09,Thursday,Morning,51.29,1.0,Positive,41.41823
7413,Crime Chronicles,Episode 49,60.71,True Crime,86.2,Friday,Night,59.97,1.0,Negative,26.42254
7414,Style Guide,Episode 30,,Lifestyle,62.97,Friday,Evening,95.8,2.0,Positive,5.4086
7415,Crime Chronicles,Episode 74,25.82,True Crime,42.59,Thursday,Afternoon,25.34,1.0,Negative,21.06557
7416,World Watch,Episode 66,50.03,News,30.73,Thursday,Evening,25.06,1.0,Neutral,33.74893
7417,Fitness First,Episode 27,41.64,Health,98.36,Friday,Evening,26.31,0.0,Positive,29.4567
7418,Healthy Living,Episode 25,47.32,Health,63.59,Sunday,Evening,97.36,0.0,Positive,19.32845
7419,Fitness First,Episode 74,58.8,Health,34.11,Friday,Afternoon,77.01,3.0,Negative,35.97731
7420,Melody Mix,Episode 39,57.33,Music,47.45,Friday,Afternoon,67.64,2.0,Negative,33.97631
7421,Music Matters,Episode 87,30.43,Music,77.58,Friday,Evening,45.77,2.0,Negative,17.94967
7422,Tech Trends,Episode 78,9.9,Technology,30.91,Tuesday,Night,81.69,1.0,Neutral,9.35
7423,Brain Boost,Episode 9,87.99,Education,79.11,Friday,Evening,47.09,2.0,Positive,55.17536
7424,World Watch,Episode 62,52.42,News,75.62,Wednesday,Evening,54.59,2.0,Negative,29.08872
7425,Sound Waves,Episode 14,74.53,Music,80.99,Monday,Night,9.3,0.0,Negative,49.6915
7426,Business Insights,Episode 57,63.5,Business,71.46,Monday,Night,85.66,1.0,Positive,40.15681
7427,Laugh Line,Episode 54,86.13,Comedy,94.35,Friday,Night,89.15,1.0,Positive,38.38668
7428,Tech Trends,Episode 21,16.16,Technology,38.71,Saturday,Evening,76.4,3.0,Negative,5.13306
7429,Laugh Line,Episode 88,21.41,Comedy,26.74,Friday,Evening,94.42,2.0,Neutral,15.35
7430,Tech Talks,Episode 76,52.48,Technology,93.81,Sunday,Morning,58.27,1.0,Negative,41.34852
7431,Detective Diaries,Episode 79,51.21,True Crime,74.15,Thursday,Evening,58.75,1.0,Negative,24.85358
7432,Finance Focus,Episode 52,78.57,Business,45.66,Friday,Afternoon,,0.0,Neutral,70.92485
7433,True Crime Stories,Episode 14,14.46,True Crime,44.76,Wednesday,Night,32.63,2.0,Positive,11.00239
7434,Detective Diaries,Episode 47,57.53,True Crime,30.7,Monday,Night,57.1,0.0,Positive,53.37583
7435,Athlete's Arena,Episode 55,93.35,Sports,31.99,Monday,Evening,96.53,1.0,Positive,73.51732
7436,Tune Time,Episode 52,116.78,Music,47.18,Wednesday,Afternoon,,2.0,Negative,75.95444
7437,True Crime Stories,Episode 28,99.06,True Crime,22.36,Friday,Afternoon,75.69,2.0,Neutral,61.7604
7438,Mystery Matters,Episode 66,115.55,True Crime,20.05,Wednesday,Night,20.81,0.0,Negative,88.24901
7439,Comedy Corner,Episode 21,117.14,Comedy,81.28,Saturday,Afternoon,64.4,0.0,Positive,112.8
7440,Fitness First,Episode 4,30.03,Health,45.91,Thursday,Morning,,1.0,Negative,27.8116
7441,Life Lessons,Episode 5,29.81,Lifestyle,47.89,Monday,Morning,9.74,3.0,Neutral,13.89277
7442,Tech Trends,Episode 85,79.96,Technology,58.44,Friday,Afternoon,95.91,2.0,Neutral,62.63364
7443,Funny Folks,Episode 38,,Comedy,28.56,Thursday,Evening,94.54,3.0,Negative,20.41
7444,Humor Hub,Episode 98,99.64,Comedy,74.82,Friday,Morning,73.59,0.0,Negative,68.07949
7445,Current Affairs,Episode 94,,News,54.01,Tuesday,Morning,,3.0,Neutral,74.00472
7446,Funny Folks,Episode 47,88.55,Comedy,49.65,Monday,Afternoon,5.79,2.0,Positive,65.74146
7447,Daily Digest,Episode 1,12.87,News,46.97,Friday,Night,91.69,3.0,Neutral,6.89978
7448,Digital Digest,Episode 45,27.71,Technology,63.1,Wednesday,Afternoon,54.96,0.0,Neutral,20.80916
7449,Sound Waves,Episode 58,80.61,Music,44.99,Friday,Afternoon,9.61,0.0,Negative,54.49915
7450,Music Matters,Episode 52,81.79,Music,61.16,Monday,Afternoon,61.93,0.0,Positive,50.91267
7451,True Crime Stories,Episode 18,,True Crime,41.62,Thursday,Afternoon,36.59,1.0,Positive,29.02643
7452,Sport Spot,Episode 25,109.34,Sports,38.68,Saturday,Afternoon,43.54,0.0,Negative,81.97271
7453,Healthy Living,Episode 61,107.5,Health,55.56,Wednesday,Evening,76.34,0.0,Negative,71.85544
7454,Crime Chronicles,Episode 50,23.48,True Crime,94.92,Saturday,Morning,,0.0,Negative,16.91
7455,Brain Boost,Episode 73,69.96,Education,73.89,Friday,Night,97.19,1.0,Negative,56.18726
7456,Tech Trends,Episode 49,114.47,Technology,79.1,Tuesday,Night,17.28,1.0,Neutral,51.8987
7457,Funny Folks,Episode 17,22.09,Comedy,54.29,Friday,Afternoon,52.81,2.0,Neutral,16.03149
7458,Funny Folks,Episode 22,,Comedy,69.65,Wednesday,Evening,34.71,0.0,Positive,53.79457
7459,World Watch,Episode 38,23.03,News,88.75,Thursday,Morning,75.86,3.0,Positive,7.97407
7460,True Crime Stories,Episode 23,7.72,True Crime,47.61,Sunday,Evening,70.97,1.0,Positive,2.84099
7461,Style Guide,Episode 59,,Lifestyle,26.11,Friday,Night,,3.0,Negative,36.61
7462,Mind & Body,Episode 84,35.9,Health,74.03,Wednesday,Morning,66.91,0.0,Positive,16.16
7463,Tech Trends,Episode 4,112.74,Technology,74.68,Saturday,Evening,,3.0,Negative,104.92
7464,Home & Living,Episode 99,44.33,Lifestyle,63.07,Thursday,Afternoon,,3.0,Positive,15.56323
7465,Global News,Episode 16,52.64,News,53.46,Tuesday,Night,53.76,3.0,Negative,36.31813
7466,Humor Hub,Episode 48,,Comedy,36.72,Saturday,Afternoon,88.85,0.0,Positive,66.64035
7467,Fashion Forward,Episode 67,22.85,Lifestyle,26.77,Monday,Afternoon,0.35,2.0,Negative,11.00731
7468,Learning Lab,Episode 46,11.4,Education,53.85,Monday,Morning,60.54,3.0,Neutral,5.49986
7469,Life Lessons,Episode 65,111.06,Lifestyle,20.79,Sunday,Evening,82.21,2.0,Neutral,58.29067
7470,Sports Weekly,Episode 57,73.96,Sports,33.56,Monday,Evening,24.5,3.0,Negative,55.26397
7471,Study Sessions,Episode 71,82.56,Education,38.68,Tuesday,Evening,82.23,3.0,Negative,50.44
7472,Athlete's Arena,Episode 90,115.67,Sports,53.37,Friday,Evening,52.01,1.0,Negative,85.73035
7473,Market Masters,Episode 30,104.79,Business,27.61,Monday,Evening,,3.0,Negative,87.66
7474,Market Masters,Episode 44,77.06,Business,87.43,Sunday,Afternoon,99.69,0.0,Positive,47.07529
7475,Study Sessions,Episode 25,,Education,98.27,Tuesday,Evening,30.43,0.0,Neutral,48.62862
7476,Daily Digest,Episode 96,49.81,News,58.02,Tuesday,Evening,96.81,3.0,Negative,15.98252
7477,Detective Diaries,Episode 69,36.02,True Crime,83.54,Friday,Night,88.56,3.0,Negative,31.37875
7478,Detective Diaries,Episode 15,34.44,True Crime,67.46,Friday,Morning,,2.0,Neutral,21.80661
7479,Global News,Episode 5,39.82,News,96.31,Sunday,Evening,92.43,2.0,Negative,33.89817
7480,Educational Nuggets,Episode 94,76.27,Education,34.66,Tuesday,Morning,,1.0,Positive,62.57429
7481,Melody Mix,Episode 29,91.22,Music,73.89,Friday,Evening,93.43,1.0,Positive,84.49895
7482,Health Hour,Episode 39,7.41,Health,50.69,Sunday,Morning,35.3,1.0,Negative,0.0
7483,Life Lessons,Episode 20,65.44,Lifestyle,40.19,Sunday,Evening,77.06,0.0,Negative,42.05872
7484,Sports Weekly,Episode 39,48.76,Sports,60.06,Saturday,Evening,,1.0,Positive,26.33402
7485,Tech Trends,Episode 65,17.73,Technology,51.41,Monday,Afternoon,17.41,3.0,Neutral,10.25644
7486,Fitness First,Episode 80,78.43,Health,80.86,Sunday,Morning,52.04,3.0,Neutral,47.31234
7487,Market Masters,Episode 55,31.83,Business,73.4,Tuesday,Night,97.66,3.0,Positive,11.78
7488,Melody Mix,Episode 50,103.28,Music,29.87,Sunday,Afternoon,86.93,1.0,Negative,94.9162
7489,Mystery Matters,Episode 78,40.93,True Crime,48.48,Tuesday,Night,43.88,2.0,Positive,32.76209
7490,Daily Digest,Episode 84,102.98,News,24.97,Wednesday,Night,64.97,2.0,Negative,85.01927
7491,Business Briefs,Episode 4,94.15,Business,81.16,Tuesday,Night,21.85,0.0,Positive,54.8
7492,Money Matters,Episode 18,24.84,Business,62.99,Saturday,Evening,80.48,2.0,Positive,15.5282
7493,Digital Digest,Episode 90,42.6,Technology,39.57,Monday,Night,4.67,0.0,Neutral,29.607
7494,Home & Living,Episode 88,64.73,Lifestyle,89.52,Tuesday,Morning,,2.0,Neutral,43.79356
7495,Melody Mix,Episode 7,96.15,Music,96.7,Friday,Night,36.51,0.0,Positive,83.40526
7496,Melody Mix,Episode 74,64.72,Music,46.44,Tuesday,Evening,32.48,2.0,Negative,58.29948
7497,Study Sessions,Episode 63,,Education,58.61,Thursday,Morning,7.53,2.0,Positive,51.95913
7498,Style Guide,Episode 52,6.39,Lifestyle,26.98,Sunday,Morning,,2.0,Positive,5.14525
7499,Style Guide,Episode 76,52.56,Lifestyle,64.96,Friday,Evening,53.09,3.0,Positive,39.9826
7500,Criminal Minds,Episode 84,93.48,True Crime,83.9,Friday,Morning,4.9,3.0,Neutral,63.15322
7501,Sports Weekly,Episode 83,44.4,Sports,95.4,Monday,Morning,53.31,2.0,Positive,27.69
7502,Tech Trends,Episode 79,24.02,Technology,35.25,Wednesday,Night,,3.0,Neutral,15.25199
7503,Money Matters,Episode 2,90.62,Business,88.78,Thursday,Evening,,2.0,Neutral,63.23068
7504,Humor Hub,Episode 30,101.76,Comedy,56.8,Wednesday,Morning,,2.0,Positive,64.62425
7505,Game Day,Episode 70,67.16,Sports,68.77,Tuesday,Morning,58.87,3.0,Positive,55.07929
7506,News Roundup,Episode 71,28.31,News,21.69,Wednesday,Night,,3.0,Negative,6.77
7507,Tech Talks,Episode 6,97.65,Technology,55.25,Friday,Evening,42.57,1.0,Positive,85.85526
7508,Business Briefs,Episode 65,26.54,Business,63.12,Sunday,Night,82.87,1.0,Neutral,20.59
7509,Life Lessons,Episode 69,82.9,Lifestyle,35.62,Monday,Night,80.82,1.0,Negative,78.39424
7510,Lifestyle Lounge,Episode 63,116.36,Lifestyle,48.26,Thursday,Afternoon,20.58,1.0,Positive,73.22
7511,Humor Hub,Episode 37,92.02,Comedy,54.6,Wednesday,Morning,40.9,1.0,Positive,46.32597
7512,Fitness First,Episode 100,114.98,Health,71.11,Wednesday,Morning,19.55,1.0,Neutral,53.64942
7513,Funny Folks,Episode 70,45.24,Comedy,97.33,Tuesday,Evening,5.59,1.0,Neutral,44.26946
7514,Life Lessons,Episode 31,100.98,Lifestyle,34.69,Monday,Night,,0.0,Positive,51.41935
7515,Criminal Minds,Episode 94,112.24,True Crime,73.3,Tuesday,Night,94.33,2.0,Positive,49.94764
7516,Humor Hub,Episode 91,38.56,Comedy,53.08,Monday,Afternoon,34.27,1.0,Positive,33.70913
7517,Business Briefs,Episode 11,116.78,Business,91.29,Saturday,Night,7.0,2.0,Negative,77.43947
7518,Game Day,Episode 73,44.46,Sports,28.53,Sunday,Evening,18.87,1.0,Negative,30.41
7519,Sports Central,Episode 77,77.84,Sports,43.4,Friday,Morning,46.7,0.0,Neutral,44.2598
7520,Current Affairs,Episode 52,10.67,News,54.52,Sunday,Night,14.13,0.0,Positive,9.33478
7521,Fitness First,Episode 79,73.61,Health,63.02,Tuesday,Morning,4.19,3.0,Neutral,51.41106
7522,Humor Hub,Episode 4,52.65,Comedy,38.72,Monday,Evening,48.81,2.0,Neutral,31.87952
7523,Mystery Matters,Episode 41,,True Crime,27.51,Wednesday,Evening,70.46,1.0,Neutral,23.18727
7524,Music Matters,Episode 59,118.53,Music,22.46,Thursday,Morning,27.08,1.0,Positive,116.36
7525,Digital Digest,Episode 99,5.89,Technology,44.31,Sunday,Night,64.88,1.0,Positive,1.37338
7526,World Watch,Episode 74,90.93,News,54.3,Sunday,Night,20.83,1.0,Neutral,90.40465
7527,Digital Digest,Episode 86,32.09,Technology,58.3,Tuesday,Evening,,0.0,Neutral,23.52503
7528,Business Briefs,Episode 74,40.7,Business,27.97,Saturday,Evening,53.36,1.0,Negative,33.73
7529,Study Sessions,Episode 81,30.69,Education,82.08,Tuesday,Evening,98.7,0.0,Positive,23.65281
7530,Global News,Episode 42,36.9,News,60.09,Thursday,Afternoon,7.69,3.0,Positive,29.74196
7531,Life Lessons,Episode 58,91.96,Lifestyle,58.19,Monday,Afternoon,,3.0,Negative,80.53641
7532,Joke Junction,Episode 19,32.16,Comedy,27.14,Monday,Morning,18.31,1.0,Neutral,22.06604
7533,Mystery Matters,Episode 48,78.02,True Crime,29.5,Sunday,Afternoon,87.04,0.0,Positive,55.69271
7534,World Watch,Episode 7,47.96,News,71.62,Sunday,Afternoon,32.33,1.0,Negative,27.42424
7535,Tune Time,Episode 5,,Music,20.74,Tuesday,Night,62.15,3.0,Neutral,16.10057
7536,Global News,Episode 63,33.42,News,45.57,Thursday,Afternoon,82.74,1.0,Neutral,11.91
7537,World Watch,Episode 52,53.94,News,76.32,Tuesday,Morning,,3.0,Neutral,32.99383
7538,Sports Weekly,Episode 69,60.08,Sports,49.08,Monday,Night,77.7,3.0,Positive,27.36407
7539,Laugh Line,Episode 63,101.58,Comedy,44.17,Thursday,Afternoon,83.23,3.0,Negative,40.46399
7540,Educational Nuggets,Episode 63,,Education,78.54,Friday,Evening,49.87,1.0,Neutral,19.33137
7541,Style Guide,Episode 82,45.08,Lifestyle,65.81,Thursday,Afternoon,1.82,2.0,Neutral,20.99615
7542,Detective Diaries,Episode 36,66.87,True Crime,63.94,Saturday,Afternoon,43.19,0.0,Negative,44.32604
7543,Learning Lab,Episode 64,116.09,Education,34.68,Saturday,Evening,94.69,1.0,Positive,112.81
7544,Game Day,Episode 64,37.18,Sports,31.49,Sunday,Morning,81.39,1.0,Neutral,26.59
7545,Study Sessions,Episode 77,7.51,Education,93.85,Saturday,Night,71.76,2.0,Negative,7.47
7546,Educational Nuggets,Episode 78,17.51,Education,76.15,Sunday,Evening,62.03,0.0,Positive,8.78232
7547,Melody Mix,Episode 88,61.04,Music,32.41,Wednesday,Evening,48.99,3.0,Neutral,43.10594
7548,Melody Mix,Episode 100,91.53,Music,34.23,Sunday,Morning,,0.0,Neutral,88.98755
7549,Crime Chronicles,Episode 94,71.48,True Crime,58.53,Friday,Afternoon,65.14,3.0,Positive,58.88951
7550,Global News,Episode 50,106.25,News,87.37,Wednesday,Morning,69.99,1.0,Positive,88.65428
7551,Finance Focus,Episode 81,42.87,Business,51.63,Monday,Afternoon,77.71,0.0,Negative,17.29945
7552,Joke Junction,Episode 61,48.85,Comedy,33.79,Thursday,Afternoon,63.12,3.0,Neutral,30.75006
7553,Innovators,Episode 78,12.49,Technology,26.49,Saturday,Morning,1.11,2.0,Positive,3.46961
7554,Lifestyle Lounge,Episode 53,107.18,Lifestyle,58.92,Sunday,Afternoon,53.3,2.0,Negative,70.12012
7555,Sport Spot,Episode 73,51.67,Sports,32.96,Thursday,Night,23.23,1.0,Negative,34.98823
7556,World Watch,Episode 92,95.83,News,24.44,Monday,Evening,16.08,0.0,Neutral,65.58036
7557,Crime Chronicles,Episode 87,,True Crime,38.67,Saturday,Night,46.69,1.0,Neutral,33.39105
7558,Study Sessions,Episode 50,6.75,Education,67.19,Sunday,Morning,,1.0,Negative,0.0
7559,Humor Hub,Episode 18,31.27,Comedy,71.05,Monday,Night,,1.0,Negative,12.92
7560,Business Briefs,Episode 94,26.19,Business,53.54,Friday,Afternoon,15.54,1.0,Negative,24.70262
7561,Fashion Forward,Episode 8,15.48,Lifestyle,43.81,Thursday,Evening,94.98,2.0,Positive,3.58152
7562,Music Matters,Episode 2,80.23,Music,53.1,Sunday,Morning,70.99,1.0,Negative,61.02649
7563,World Watch,Episode 55,89.71,News,57.79,Thursday,Night,80.3,2.0,Positive,47.07529
7564,Global News,Episode 9,28.84,News,49.02,Monday,Evening,83.33,3.0,Negative,18.24812
7565,Business Insights,Episode 63,36.82,Business,44.38,Friday,Night,52.45,2.0,Negative,16.89
7566,Educational Nuggets,Episode 27,,Education,69.89,Thursday,Night,77.94,1.0,Neutral,42.20473
7567,Funny Folks,Episode 38,39.36,Comedy,39.06,Tuesday,Evening,11.81,3.0,Negative,31.34
7568,Money Matters,Episode 4,54.76,Business,90.02,Monday,Evening,99.76,2.0,Neutral,17.87909
7569,Sports Weekly,Episode 46,79.6,Sports,81.92,Friday,Evening,,1.0,Positive,61.3379
7570,Home & Living,Episode 42,78.72,Lifestyle,30.29,Saturday,Afternoon,,1.0,Negative,56.99073
7571,Athlete's Arena,Episode 93,28.3,Sports,35.13,Friday,Night,81.82,0.0,Negative,19.39
7572,Tech Trends,Episode 10,49.92,Technology,20.42,Thursday,Morning,2.57,1.0,Neutral,40.38676
7573,Melody Mix,Episode 71,34.26,Music,62.35,Friday,Afternoon,78.36,1.0,Positive,16.91
7574,Finance Focus,Episode 49,116.88,Business,24.74,Friday,Evening,13.8,0.0,Negative,103.2829
7575,Game Day,Episode 55,29.0,Sports,62.57,Saturday,Afternoon,62.84,0.0,Negative,15.19
7576,Life Lessons,Episode 59,47.25,Lifestyle,29.92,Thursday,Evening,15.72,1.0,Neutral,39.52738
7577,Mystery Matters,Episode 90,59.73,True Crime,74.73,Saturday,Morning,49.75,3.0,Positive,55.24059
7578,Style Guide,Episode 39,39.43,Lifestyle,44.31,Friday,Night,63.59,3.0,Positive,31.38654
7579,Brain Boost,Episode 6,88.35,Education,82.34,Monday,Afternoon,74.4,0.0,Neutral,63.63179
7580,Life Lessons,Episode 2,61.3,Lifestyle,36.07,Tuesday,Morning,39.26,0.0,Neutral,36.31656
7581,Money Matters,Episode 86,37.55,Business,84.41,Monday,Night,52.09,1.0,Neutral,35.35184
7582,Learning Lab,Episode 84,24.07,Education,75.13,Monday,Night,54.47,0.0,Negative,18.84767
7583,Digital Digest,Episode 59,73.89,Technology,59.67,Tuesday,Night,89.67,2.0,Neutral,59.15983
7584,True Crime Stories,Episode 46,76.22,True Crime,27.4,Monday,Night,40.45,1.0,Positive,58.3173
7585,Home & Living,Episode 83,94.28,Lifestyle,64.75,Thursday,Morning,20.02,2.0,Negative,42.52749
7586,Tech Trends,Episode 62,39.77,Technology,62.06,Tuesday,Morning,40.61,3.0,Neutral,13.39709
7587,Funny Folks,Episode 69,105.69,Comedy,51.42,Thursday,Night,55.84,0.0,Negative,54.64894
7588,Style Guide,Episode 45,9.41,Lifestyle,62.71,Wednesday,Night,28.07,0.0,Negative,0.91645
7589,Sound Waves,Episode 50,74.35,Music,68.21,Friday,Evening,,1.0,Positive,56.46862
7590,Detective Diaries,Episode 94,57.83,True Crime,64.34,Wednesday,Night,74.44,1.0,Positive,53.89937
7591,Game Day,Episode 18,,Sports,30.58,Sunday,Morning,96.59,1.0,Positive,34.42
7592,Mystery Matters,Episode 52,24.51,True Crime,58.31,Saturday,Afternoon,52.77,3.0,Positive,18.25536
7593,Crime Chronicles,Episode 84,,True Crime,31.5,Wednesday,Evening,19.33,1.0,Positive,73.64382
7594,Healthy Living,Episode 2,95.77,Health,96.74,Tuesday,Evening,24.59,3.0,Negative,67.7755
7595,Life Lessons,Episode 63,44.76,Lifestyle,32.88,Friday,Evening,,3.0,Positive,35.81213
7596,Athlete's Arena,Episode 81,16.69,Sports,39.14,Thursday,Evening,81.49,1.0,Negative,5.39
7597,Mind & Body,Episode 33,104.57,Health,42.76,Tuesday,Night,39.38,2.0,Neutral,55.69
7598,Market Masters,Episode 47,38.53,Business,24.64,Wednesday,Afternoon,63.91,0.0,Negative,15.95467
7599,Fitness First,Episode 74,41.2,Health,27.76,Saturday,Afternoon,16.6,1.0,Negative,20.39
7600,Brain Boost,Episode 75,8.17,Education,35.32,Saturday,Afternoon,63.82,3.0,Positive,6.91
7601,Funny Folks,Episode 37,75.77,Comedy,53.14,Thursday,Night,66.15,0.0,Negative,62.97701
7602,Business Briefs,Episode 8,41.09,Business,64.0,Monday,Night,36.08,2.0,Negative,28.93847
7603,Funny Folks,Episode 71,100.55,Comedy,91.19,Tuesday,Evening,,1.0,Neutral,79.57358
7604,Wellness Wave,Episode 74,96.28,Health,51.85,Monday,Evening,74.24,0.0,Neutral,64.51672
7605,Tune Time,Episode 85,24.53,Music,45.18,Tuesday,Morning,3.43,2.0,Positive,16.90024
7606,Gadget Geek,Episode 42,88.31,Technology,47.49,Monday,Evening,51.88,1.0,Neutral,76.81278
7607,Educational Nuggets,Episode 91,45.56,Education,83.16,Friday,Night,94.14,1.0,Positive,24.83946
7608,Joke Junction,Episode 32,71.18,Comedy,36.62,Wednesday,Afternoon,,0.0,Neutral,44.01258
7609,Athlete's Arena,Episode 83,28.54,Sports,72.56,Sunday,Afternoon,75.45,2.0,Positive,28.53993
7610,Lifestyle Lounge,Episode 98,39.87,Lifestyle,58.14,Tuesday,Evening,59.57,1.0,Negative,26.20262
7611,Fashion Forward,Episode 63,87.41,Lifestyle,63.05,Friday,Night,34.23,1.0,Neutral,67.69183
7612,Daily Digest,Episode 75,59.51,News,75.04,Sunday,Morning,,0.0,Neutral,27.27035
7613,Detective Diaries,Episode 59,71.03,True Crime,44.06,Sunday,Morning,80.51,1.0,Positive,53.83339
7614,Business Briefs,Episode 13,104.8,Business,67.94,Monday,Evening,,3.0,Neutral,53.53759
7615,Study Sessions,Episode 73,23.4,Education,88.49,Saturday,Afternoon,81.11,2.0,Negative,20.52119
7616,Comedy Corner,Episode 51,,Comedy,87.64,Wednesday,Morning,,0.0,Neutral,32.33184
7617,Home & Living,Episode 38,93.09,Lifestyle,49.8,Monday,Afternoon,25.53,0.0,Negative,63.12865
7618,Athlete's Arena,Episode 33,116.74,Sports,79.51,Saturday,Afternoon,98.18,1.0,Negative,103.27
7619,Mind & Body,Episode 15,119.76,Health,46.88,Saturday,Afternoon,93.85,0.0,Negative,68.10294
7620,Tech Trends,Episode 68,75.61,Technology,67.56,Saturday,Afternoon,,3.0,Neutral,31.95445
7621,Mystery Matters,Episode 12,100.59,True Crime,22.42,Saturday,Afternoon,94.84,3.0,Positive,55.19279
7622,Learning Lab,Episode 62,,Education,49.2,Monday,Afternoon,89.94,1.0,Negative,15.98252
7623,Style Guide,Episode 94,39.97,Lifestyle,81.13,Sunday,Morning,69.4,2.0,Negative,30.16995
7624,Crime Chronicles,Episode 38,29.61,True Crime,66.84,Saturday,Afternoon,,3.0,Positive,21.8
7625,Laugh Line,Episode 49,64.69,Comedy,88.01,Tuesday,Evening,,3.0,Negative,50.89702
7626,Money Matters,Episode 62,84.81,Business,98.62,Thursday,Afternoon,45.72,0.0,Positive,70.11841
7627,Laugh Line,Episode 84,31.82,Comedy,58.11,Sunday,Evening,,3.0,Positive,24.56
7628,Tune Time,Episode 98,41.24,Music,47.69,Wednesday,Evening,72.5,0.0,Neutral,34.2836
7629,Daily Digest,Episode 49,91.69,News,97.07,Tuesday,Morning,,2.0,Negative,65.96632
7630,Wellness Wave,Episode 76,23.48,Health,78.24,Sunday,Morning,93.48,3.0,Neutral,8.19955
7631,Daily Digest,Episode 3,21.18,News,26.65,Friday,Night,84.17,2.0,Positive,18.66839
7632,Gadget Geek,Episode 48,10.41,Technology,44.23,Monday,Afternoon,82.21,1.0,Positive,0.0
7633,Study Sessions,Episode 48,118.75,Education,95.22,Saturday,Afternoon,79.79,3.0,Negative,60.75754
7634,Criminal Minds,Episode 11,71.07,True Crime,28.35,Sunday,Morning,11.51,1.0,Neutral,68.70746
7635,Crime Chronicles,Episode 20,80.75,True Crime,28.44,Friday,Night,73.16,2.0,Negative,61.85003
7636,Laugh Line,Episode 12,91.02,Comedy,20.21,Sunday,Night,54.9,0.0,Negative,55.02316
7637,Tune Time,Episode 29,42.74,Music,28.89,Wednesday,Morning,48.4,0.0,Neutral,19.73409
